,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
4231,Bachelors,2015,New Delhi,3,30,Male,No,5,0
4234,Bachelors,2016,Pune,3,22,Male,No,0,0
4235,Bachelors,2012,Pune,3,28,Male,No,2,0
4236,Bachelors,2013,Bangalore,3,36,Male,No,4,0
4237,Bachelors,2017,New Delhi,2,36,Female,No,1,0
4238,Bachelors,2014,Pune,3,31,Female,No,2,0
4240,Bachelors,2012,Pune,1,31,Male,No,4,0
4241,Masters,2015,Pune,2,39,Female,No,0,0
4244,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4245,Bachelors,2013,New Delhi,3,35,Female,No,0,0
4246,Bachelors,2013,Pune,2,28,Male,No,5,0
4247,Bachelors,2012,Bangalore,3,32,Female,No,0,0
4250,Bachelors,2015,Bangalore,3,38,Male,No,1,0
4251,Bachelors,2014,Bangalore,3,39,Female,No,1,0
4253,Bachelors,2016,Pune,3,27,Male,No,5,0
4254,Masters,2014,Pune,3,38,Male,Yes,2,0
4255,Bachelors,2012,New Delhi,3,22,Female,No,0,0
4256,Bachelors,2013,Bangalore,3,33,Male,No,2,0
4257,Bachelors,2013,Pune,3,24,Male,No,2,0
4258,Bachelors,2014,Bangalore,3,37,Male,No,5,0
4260,Masters,2017,Pune,3,32,Male,Yes,2,0
4262,Bachelors,2014,New Delhi,3,32,Male,No,5,0
4264,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
4266,PHD,2013,Bangalore,3,40,Male,No,1,0
4267,Bachelors,2017,New Delhi,2,34,Female,No,4,0
4268,Bachelors,2016,New Delhi,3,39,Female,No,0,0
4269,Bachelors,2014,Pune,3,26,Male,No,4,0
4270,Masters,2015,Pune,2,29,Female,No,2,0
4271,Bachelors,2013,Bangalore,3,29,Male,No,4,0
4273,Bachelors,2015,Pune,3,32,Male,No,0,0
4274,Bachelors,2014,Pune,3,28,Male,Yes,4,0
4276,Bachelors,2012,New Delhi,3,32,Female,No,0,0
4277,Bachelors,2013,Bangalore,3,38,Male,No,0,0
4278,PHD,2017,Pune,3,30,Male,No,5,0
4279,PHD,2015,New Delhi,3,31,Male,No,3,0
4281,Bachelors,2013,Bangalore,3,37,Female,No,4,0
4283,Bachelors,2013,New Delhi,3,25,Female,No,3,0
4286,Bachelors,2015,New Delhi,3,22,Male,No,0,0
4287,Bachelors,2017,Pune,3,38,Male,No,2,0
4288,PHD,2015,New Delhi,1,38,Male,No,5,0
4290,Masters,2017,New Delhi,2,31,Male,No,4,0
4291,Masters,2014,New Delhi,3,28,Male,No,5,0
4292,PHD,2017,New Delhi,3,34,Female,No,3,0
4293,Masters,2013,Bangalore,3,31,Male,No,2,0
4294,Bachelors,2014,New Delhi,3,26,Female,No,4,0
4296,Bachelors,2016,Bangalore,3,31,Male,No,0,0
4297,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4299,Bachelors,2012,Bangalore,3,33,Female,No,5,0
4300,Bachelors,2017,Bangalore,3,25,Male,No,3,0
4301,Bachelors,2017,Bangalore,3,40,Male,No,0,0
4303,Bachelors,2015,Bangalore,3,36,Male,No,1,0
4304,Bachelors,2014,Bangalore,3,31,Male,No,5,0
4305,Bachelors,2015,Pune,3,22,Male,No,0,0
4306,Bachelors,2016,Bangalore,3,34,Female,No,0,0
4308,Bachelors,2015,Bangalore,3,23,Male,Yes,1,0
4309,PHD,2017,Bangalore,3,27,Male,No,5,0
4310,Bachelors,2016,Bangalore,3,34,Male,No,1,0
4311,Bachelors,2012,Bangalore,3,39,Male,No,3,0
4314,PHD,2013,New Delhi,3,23,Male,No,1,0
4316,Bachelors,2014,New Delhi,3,23,Male,No,1,0
4317,Bachelors,2012,Pune,3,31,Male,No,3,0
4318,Bachelors,2015,Bangalore,3,22,Male,No,0,0
4321,Bachelors,2014,Pune,3,33,Male,No,3,0
4323,Bachelors,2012,New Delhi,3,30,Female,Yes,1,0
4324,Bachelors,2014,Bangalore,3,28,Female,No,3,0
4325,Bachelors,2015,Bangalore,3,22,Male,Yes,0,0
4326,Bachelors,2014,Bangalore,3,38,Male,No,3,0
4327,Bachelors,2014,Pune,3,39,Male,No,4,0
4328,PHD,2012,Bangalore,1,38,Male,No,5,0
4330,Bachelors,2014,New Delhi,3,36,Female,No,5,0
4331,Bachelors,2015,Bangalore,3,27,Male,No,5,0
4332,Bachelors,2016,Pune,1,32,Male,No,2,0
4333,Bachelors,2017,New Delhi,2,39,Female,No,2,0
4334,Bachelors,2015,Pune,2,36,Male,No,5,0
4336,Bachelors,2015,Bangalore,3,28,Male,No,1,0
4338,PHD,2015,New Delhi,3,22,Female,No,0,0
4339,Bachelors,2014,New Delhi,1,28,Female,No,5,0
4341,Bachelors,2014,Bangalore,1,39,Female,No,4,0
4342,Bachelors,2012,Bangalore,3,31,Male,No,0,0
4343,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
4344,Bachelors,2012,Bangalore,3,31,Male,No,3,0
4347,Bachelors,2014,Pune,3,38,Male,No,2,0
4348,Bachelors,2012,Pune,3,32,Male,No,3,0
4349,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4350,Masters,2017,Pune,2,33,Female,No,2,0
4351,Bachelors,2015,Bangalore,3,34,Female,No,2,0
4353,Bachelors,2014,Bangalore,3,27,Male,No,5,0
4354,Masters,2017,Pune,2,27,Male,No,5,0
4355,Bachelors,2017,New Delhi,2,40,Female,No,5,0
4356,Masters,2012,Bangalore,3,31,Female,No,4,0
4357,Bachelors,2014,Bangalore,3,22,Male,No,0,0
4359,Bachelors,2016,New Delhi,3,26,Female,No,4,0
4361,Bachelors,2014,Bangalore,3,38,Male,Yes,5,0
4362,Masters,2015,Pune,3,31,Male,No,0,0
4363,Bachelors,2016,Bangalore,3,24,Male,No,2,0
4365,PHD,2013,Bangalore,3,26,Male,No,4,0
4366,Bachelors,2017,Bangalore,3,40,Male,No,1,0
4368,Bachelors,2016,Bangalore,3,32,Male,No,0,0
4369,Bachelors,2014,Pune,3,37,Male,No,1,0
4371,Bachelors,2016,Pune,3,27,Male,No,5,0
4372,Bachelors,2012,New Delhi,3,36,Male,No,3,0
4373,Bachelors,2013,Bangalore,3,30,Female,No,4,0
4374,Masters,2017,Pune,2,26,Female,No,4,0
4375,Bachelors,2012,Bangalore,3,23,Male,Yes,1,0
4376,Masters,2015,Pune,2,31,Female,No,2,0
4377,Bachelors,2013,Bangalore,3,22,Male,Yes,0,0
4379,Bachelors,2016,Bangalore,3,37,Female,Yes,4,0
4382,Bachelors,2012,Pune,3,35,Male,No,5,0
4383,Bachelors,2014,New Delhi,3,30,Female,No,3,0
4384,Bachelors,2014,Bangalore,3,30,Male,No,0,0
4385,Bachelors,2014,Pune,3,29,Male,No,3,0
4387,Bachelors,2014,Bangalore,3,37,Male,No,4,0
4388,Bachelors,2016,Pune,3,40,Male,No,2,0
4390,Masters,2017,New Delhi,2,26,Female,No,4,0
4391,Bachelors,2017,Bangalore,3,38,Male,No,3,0
4393,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4394,Bachelors,2012,Pune,3,34,Male,No,0,0
4395,Bachelors,2015,New Delhi,3,31,Female,No,0,0
4396,Bachelors,2012,Bangalore,3,39,Female,No,3,0
4398,Bachelors,2015,Bangalore,3,33,Male,No,4,0
4399,Bachelors,2012,Bangalore,3,38,Male,No,4,0
4402,Bachelors,2014,Pune,3,34,Male,No,5,0
4403,Bachelors,2014,Bangalore,1,31,Female,No,5,0
4404,Bachelors,2016,Bangalore,3,23,Male,No,1,0
4406,Bachelors,2017,New Delhi,3,26,Male,No,4,0
4408,Bachelors,2013,Bangalore,3,27,Female,No,5,0
4410,Bachelors,2017,Bangalore,3,38,Male,No,1,0
4411,Bachelors,2017,Bangalore,3,27,Male,No,5,0
4412,Bachelors,2014,Bangalore,3,27,Female,No,5,0
4413,Bachelors,2015,Bangalore,3,23,Male,No,1,0
4414,Bachelors,2014,New Delhi,3,26,Female,No,4,0
4415,Bachelors,2016,Bangalore,3,31,Male,No,5,0
4416,Bachelors,2017,Bangalore,3,32,Female,No,3,0
4418,Bachelors,2017,Bangalore,3,28,Male,No,0,0
4419,Bachelors,2017,New Delhi,2,31,Male,No,3,0
4420,Masters,2017,New Delhi,2,36,Female,No,3,0
4421,Bachelors,2014,Bangalore,3,24,Male,No,2,0
4425,Bachelors,2013,Bangalore,3,23,Female,No,1,0
4426,Bachelors,2014,Bangalore,3,32,Male,No,1,0
4427,Masters,2013,New Delhi,3,33,Female,No,2,0
4428,Bachelors,2017,New Delhi,3,39,Female,No,4,0
4429,Masters,2017,Bangalore,2,24,Female,No,2,0
4430,Bachelors,2016,Pune,3,33,Male,No,2,0
4436,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4439,Bachelors,2017,New Delhi,2,40,Female,No,3,0
4440,Bachelors,2012,New Delhi,3,35,Female,No,5,0
4441,Bachelors,2016,Bangalore,3,33,Male,No,4,0
4443,Bachelors,2012,Bangalore,3,23,Male,No,1,0
4445,Bachelors,2016,Bangalore,3,27,Male,No,5,0
4446,Bachelors,2017,Bangalore,3,26,Female,No,4,0
4447,Bachelors,2014,Bangalore,3,33,Male,No,3,0
4448,Bachelors,2016,Bangalore,3,35,Male,No,3,0
4451,Bachelors,2015,New Delhi,3,26,Male,No,4,0
4452,Bachelors,2012,Bangalore,3,26,Male,No,4,0
4453,Bachelors,2014,Bangalore,3,39,Female,No,5,0
4454,Bachelors,2013,Bangalore,3,28,Male,No,5,0
4456,Bachelors,2012,Bangalore,3,36,Female,No,4,0
4457,Bachelors,2016,Bangalore,3,33,Male,No,0,0
4461,Bachelors,2015,Bangalore,3,33,Male,Yes,4,0
4464,Bachelors,2017,Pune,2,25,Male,No,3,0
4465,Bachelors,2014,Bangalore,3,38,Male,No,2,0
4466,Bachelors,2017,New Delhi,2,40,Male,No,5,0
4467,Bachelors,2014,Bangalore,3,29,Male,Yes,0,0
4468,Bachelors,2012,Bangalore,3,27,Male,No,5,0
4469,Bachelors,2015,Bangalore,3,40,Male,No,4,0
4473,PHD,2015,Pune,2,35,Female,No,0,0
4474,Bachelors,2012,Bangalore,3,25,Male,No,3,0
4476,Bachelors,2015,Bangalore,3,29,Female,No,1,0
4477,Masters,2017,New Delhi,1,37,Male,No,0,0
4478,Bachelors,2014,Bangalore,3,35,Male,No,1,0
4479,Bachelors,2012,Bangalore,3,26,Male,No,4,0
4481,Bachelors,2013,Bangalore,3,24,Male,No,2,0
4482,Bachelors,2014,Bangalore,3,31,Male,No,0,0
4483,Bachelors,2014,Bangalore,3,34,Male,No,5,0
4485,Bachelors,2016,Pune,3,35,Male,No,1,0
4486,Bachelors,2017,Pune,3,27,Male,No,5,0
4489,Bachelors,2012,Pune,3,39,Male,No,4,0
4492,Masters,2017,Pune,2,33,Male,Yes,2,0
4493,Bachelors,2014,Bangalore,3,39,Male,No,0,0
4494,Bachelors,2017,Bangalore,3,39,Male,No,3,0
4495,Bachelors,2017,Bangalore,3,40,Female,No,3,0
4496,Bachelors,2014,Bangalore,3,38,Female,No,1,0
4498,Bachelors,2013,Pune,2,37,Male,Yes,5,0
4501,Bachelors,2013,Pune,3,34,Male,No,5,0
4502,Bachelors,2015,Bangalore,3,28,Male,No,2,0
4504,Masters,2012,New Delhi,3,37,Male,No,4,0
4507,Bachelors,2015,Pune,3,39,Male,No,1,0
4509,Bachelors,2013,Bangalore,3,35,Female,No,4,0
4510,Bachelors,2015,Pune,3,25,Male,No,3,0
4512,Masters,2017,New Delhi,1,23,Male,No,1,0
4516,Bachelors,2013,Bangalore,3,35,Male,No,5,0
4517,Bachelors,2013,Bangalore,3,23,Female,Yes,1,0
4518,Bachelors,2013,Pune,3,31,Male,No,2,0
4519,Bachelors,2017,Bangalore,3,24,Male,Yes,2,0
4520,Bachelors,2015,Bangalore,3,28,Male,No,3,0
4522,Bachelors,2012,Bangalore,3,36,Female,No,1,0
4524,Bachelors,2017,New Delhi,2,30,Male,No,5,0
4525,Bachelors,2014,Bangalore,3,26,Male,No,4,0
4526,Masters,2015,Pune,2,29,Female,No,1,0
4528,Bachelors,2013,Pune,2,36,Male,No,4,0
4529,Bachelors,2015,Pune,3,36,Male,No,3,0
4531,Masters,2017,New Delhi,3,31,Male,No,2,0
4532,PHD,2017,New Delhi,3,29,Male,No,3,0
4534,Bachelors,2012,Bangalore,3,24,Male,No,2,0
4536,PHD,2016,New Delhi,3,22,Male,No,0,0
4539,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4540,Bachelors,2016,Bangalore,3,23,Male,No,1,0
4541,Bachelors,2016,New Delhi,1,25,Female,Yes,3,0
4543,Bachelors,2017,New Delhi,2,26,Female,No,4,0
4545,Bachelors,2015,Bangalore,3,38,Female,No,2,0
4546,Bachelors,2017,Bangalore,3,25,Female,No,3,0
4548,PHD,2012,New Delhi,3,30,Male,No,4,0
4549,Bachelors,2012,Bangalore,3,35,Female,No,2,0
4550,PHD,2014,Bangalore,3,23,Male,No,1,0
4551,Masters,2017,New Delhi,2,25,Female,No,3,0
4552,Bachelors,2015,Bangalore,3,39,Female,No,0,0
4555,Bachelors,2015,New Delhi,3,23,Female,No,1,0
4556,PHD,2014,Bangalore,1,34,Female,No,3,0
4557,Bachelors,2014,Bangalore,1,36,Female,No,1,0
4558,Bachelors,2017,Bangalore,3,40,Male,No,5,0
4559,Bachelors,2016,Bangalore,3,40,Male,No,3,0
4562,Bachelors,2015,Bangalore,3,34,Male,No,4,0
4563,Bachelors,2017,Bangalore,3,23,Male,No,1,0
4564,Bachelors,2017,Bangalore,3,24,Female,No,2,0
4565,Bachelors,2015,Bangalore,1,35,Male,No,3,0
4566,Bachelors,2014,Bangalore,3,24,Male,No,2,0
4567,Bachelors,2017,Pune,3,28,Male,No,3,0
4568,Masters,2017,New Delhi,2,39,Female,No,4,0
4569,PHD,2017,New Delhi,3,31,Female,No,5,0
4570,Bachelors,2014,Bangalore,3,32,Male,No,2,0
4571,Bachelors,2017,New Delhi,2,37,Female,No,3,0
4573,Bachelors,2015,Bangalore,3,32,Female,No,4,0
4574,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4575,Bachelors,2014,Bangalore,3,36,Male,No,3,0
4576,Bachelors,2013,Pune,3,24,Male,Yes,2,0
4577,Masters,2017,New Delhi,3,40,Male,No,2,0
4578,Bachelors,2014,Bangalore,3,39,Male,No,3,0
4579,Bachelors,2013,Bangalore,3,24,Male,No,2,0
4580,Bachelors,2016,Bangalore,3,25,Male,No,3,0
4582,Bachelors,2017,New Delhi,2,33,Male,No,3,0
4583,Bachelors,2016,Pune,3,36,Male,Yes,3,0
4585,Bachelors,2014,Bangalore,3,34,Male,No,4,0
4588,Bachelors,2013,Bangalore,3,31,Male,No,3,0
4589,Bachelors,2015,Bangalore,3,39,Female,No,0,0
4591,Bachelors,2015,Bangalore,3,28,Male,No,1,0
4597,Bachelors,2012,Bangalore,3,25,Male,No,3,0
4599,Bachelors,2013,Bangalore,3,36,Male,No,0,0
4600,Bachelors,2017,New Delhi,2,31,Male,No,1,0
4601,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4602,Bachelors,2015,Bangalore,3,39,Male,No,2,0
4603,Bachelors,2014,Bangalore,3,28,Male,No,4,0
4605,Masters,2017,New Delhi,3,40,Female,No,1,0
4606,Masters,2015,Bangalore,3,38,Female,No,1,0
4607,PHD,2014,New Delhi,3,23,Male,No,1,0
4608,Bachelors,2015,Bangalore,3,39,Male,No,2,0
4611,Masters,2014,New Delhi,3,24,Male,No,2,0
4613,Bachelors,2014,Bangalore,3,30,Male,No,4,0
4614,Bachelors,2016,New Delhi,3,25,Female,No,3,0
4615,Bachelors,2013,Bangalore,3,34,Male,No,4,0
4616,Masters,2015,New Delhi,3,40,Female,No,5,0
4617,Bachelors,2012,Bangalore,3,39,Female,No,1,0
4619,Bachelors,2016,Pune,3,38,Male,No,2,0
4621,Bachelors,2015,Bangalore,3,31,Male,No,5,0
4622,Bachelors,2017,Pune,1,30,Male,No,4,0
4623,PHD,2013,Bangalore,3,24,Male,No,2,0
4624,Bachelors,2017,Bangalore,3,38,Male,No,3,0
4625,Bachelors,2013,Pune,3,37,Male,No,3,0
4626,Bachelors,2016,Bangalore,3,22,Male,No,0,0
4627,PHD,2012,Bangalore,3,30,Female,No,4,0
4628,Bachelors,2013,Bangalore,3,39,Female,No,5,0
4629,Bachelors,2017,Bangalore,2,35,Male,No,0,0
4633,Bachelors,2016,Bangalore,3,37,Male,No,2,0
4635,Bachelors,2014,Bangalore,3,22,Female,No,0,0
4638,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4640,Bachelors,2015,Bangalore,3,35,Male,No,0,0
4642,Bachelors,2012,Bangalore,3,36,Female,No,4,0
4643,Bachelors,2013,Bangalore,3,31,Female,No,5,0
4645,Masters,2017,Pune,2,31,Female,No,2,0
4646,Bachelors,2013,Bangalore,3,25,Female,No,3,0
4647,Bachelors,2016,Pune,3,30,Male,No,2,0
4648,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4651,Bachelors,2012,Bangalore,3,30,Male,Yes,2,0
4652,Bachelors,2015,Bangalore,3,33,Male,Yes,4,0
